<!DOCTYPE html>,GoalWeek,season_x
"<path d=""M1.75 1h8.5c.966 0 1.75.784 1.75 1.75v5.5A1.75 1.75 0 0 1 10.25 10H7.061l-2.574 2.573A1.458 1.458 0 0 1 2 11.543V10h-.25A1.75 1.75 0 0 1 0 8.25v-5.5C0 1.784.784 1 1.75 1ZM1.5 2.75v5.5c0 .138.112.25.25.25h1a.75.75 0 0 1 .75.75v2.19l2.72-2.72a.749.749 0 0 1 .53-.22h3.5a.25.25 0 0 0 .25-.25v-5.5a.25.25 0 0 0-.25-.25h-8.5a.25.25 0 0 0-.25.25Zm13 2a.25.25 0 0 0-.25-.25h-.5a.75.75 0 0 1 0-1.5h.5c.966 0 1.75.784 1.75 1.75v5.5A1.75 1.75 0 0 1 14.25 12H14v1.543a1.458 1.458 0 0 1-2.487 1.03L9.22 12.28a.749.749 0 0 1 .326-1.275.749.749 0 0 1 .734.215l2.22 2.22v-2.19a.75.75 0 0 1 .75-.75h1a.25.25 0 0 0 .25-.25Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""organization-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-organization"">",3,2024_25
"<path d=""M1.75 16A1.75 1.75 0 0 1 0 14.25V1.75C0 .784.784 0 1.75 0h8.5C11.216 0 12 .784 12 1.75v12.5c0 .085-.006.168-.018.25h2.268a.25.25 0 0 0 .25-.25V8.285a.25.25 0 0 0-.111-.208l-1.055-.703a.749.749 0 1 1 .832-1.248l1.055.703c.487.325.779.871.779 1.456v5.965A1.75 1.75 0 0 1 14.25 16h-3.5a.766.766 0 0 1-.197-.026c-.099.017-.2.026-.303.026h-3a.75.75 0 0 1-.75-.75V14h-1v1.25a.75.75 0 0 1-.75.75Zm-.25-1.75c0 .138.112.25.25.25H4v-1.25a.75.75 0 0 1 .75-.75h2.5a.75.75 0 0 1 .75.75v1.25h2.25a.25.25 0 0 0 .25-.25V1.75a.25.25 0 0 0-.25-.25h-8.5a.25.25 0 0 0-.25.25ZM3.75 6h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1 0-1.5ZM3 3.75A.75.75 0 0 1 3.75 3h.5a.75.75 0 0 1 0 1.5h-.5A.75.75 0 0 1 3 3.75Zm4 3A.75.75 0 0 1 7.75 6h.5a.75.75 0 0 1 0 1.5h-.5A.75.75 0 0 1 7 6.75ZM7.75 3h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1 0-1.5ZM3 9.75A.75.75 0 0 1 3.75 9h.5a.75.75 0 0 1 0 1.5h-.5A.75.75 0 0 1 3 9.75ZM7.75 9h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1 0-1.5Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""rocket-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-rocket"">",3,2024_25
"<path d=""M14.064 0h.186C15.216 0 16 .784 16 1.75v.186a8.752 8.752 0 0 1-2.564 6.186l-.458.459c-.314.314-.641.616-.979.904v3.207c0 .608-.315 1.172-.833 1.49l-2.774 1.707a.749.749 0 0 1-1.11-.418l-.954-3.102a1.214 1.214 0 0 1-.145-.125L3.754 9.816a1.218 1.218 0 0 1-.124-.145L.528 8.717a.749.749 0 0 1-.418-1.11l1.71-2.774A1.748 1.748 0 0 1 3.31 4h3.204c.288-.338.59-.665.904-.979l.459-.458A8.749 8.749 0 0 1 14.064 0ZM8.938 3.623h-.002l-.458.458c-.76.76-1.437 1.598-2.02 2.5l-1.5 2.317 2.143 2.143 2.317-1.5c.902-.583 1.74-1.26 2.499-2.02l.459-.458a7.25 7.25 0 0 0 2.123-5.127V1.75a.25.25 0 0 0-.25-.25h-.186a7.249 7.249 0 0 0-5.125 2.123ZM3.56 14.56c-.732.732-2.334 1.045-3.005 1.148a.234.234 0 0 1-.201-.064.234.234 0 0 1-.064-.201c.103-.671.416-2.273 1.15-3.003a1.502 1.502 0 1 1 2.12 2.12Zm6.94-3.935c-.088.06-.177.118-.266.175l-2.35 1.521.548 1.783 1.949-1.2a.25.25 0 0 0 .119-.213ZM3.678 8.116 5.2 5.766c.058-.09.117-.178.176-.266H3.309a.25.25 0 0 0-.213.119l-1.2 1.95ZM12 5a1 1 0 1 1-2 0 1 1 0 0 1 2 0Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""shield-check-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-shield-check"">",3,2024_25
"<path d=""m8.533.133 5.25 1.68A1.75 1.75 0 0 1 15 3.48V7c0 1.566-.32 3.182-1.303 4.682-.983 1.498-2.585 2.813-5.032 3.855a1.697 1.697 0 0 1-1.33 0c-2.447-1.042-4.049-2.357-5.032-3.855C1.32 10.182 1 8.566 1 7V3.48a1.75 1.75 0 0 1 1.217-1.667l5.25-1.68a1.748 1.748 0 0 1 1.066 0Zm-.61 1.429.001.001-5.25 1.68a.251.251 0 0 0-.174.237V7c0 1.36.275 2.666 1.057 3.859.784 1.194 2.121 2.342 4.366 3.298a.196.196 0 0 0 .154 0c2.245-.957 3.582-2.103 4.366-3.297C13.225 9.666 13.5 8.358 13.5 7V3.48a.25.25 0 0 0-.174-.238l-5.25-1.68a.25.25 0 0 0-.153 0ZM11.28 6.28l-3.5 3.5a.75.75 0 0 1-1.06 0l-1.5-1.5a.749.749 0 0 1 .326-1.275.749.749 0 0 1 .734.215l.97.97 2.97-2.97a.751.751 0 0 1 1.042.018.751.751 0 0 1 .018 1.042Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""heart-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-heart"">",3,2024_25
"<path d=""m8 14.25.345.666a.75.75 0 0 1-.69 0l-.008-.004-.018-.01a7.152 7.152 0 0 1-.31-.17 22.055 22.055 0 0 1-3.434-2.414C2.045 10.731 0 8.35 0 5.5 0 2.836 2.086 1 4.25 1 5.797 1 7.153 1.802 8 3.02 8.847 1.802 10.203 1 11.75 1 13.914 1 16 2.836 16 5.5c0 2.85-2.045 5.231-3.885 6.818a22.066 22.066 0 0 1-3.744 2.584l-.018.01-.006.003h-.002ZM4.25 2.5c-1.336 0-2.75 1.164-2.75 3 0 2.15 1.58 4.144 3.365 5.682A20.58 20.58 0 0 0 8 13.393a20.58 20.58 0 0 0 3.135-2.211C12.92 9.644 14.5 7.65 14.5 5.5c0-1.836-1.414-3-2.75-3-1.373 0-2.609.986-3.029 2.456a.749.749 0 0 1-1.442 0C6.859 3.486 5.623 2.5 4.25 2.5Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""server-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-server"">",3,2024_25
"<path d=""M1.75 1h12.5c.966 0 1.75.784 1.75 1.75v4c0 .372-.116.717-.314 1 .198.283.314.628.314 1v4a1.75 1.75 0 0 1-1.75 1.75H1.75A1.75 1.75 0 0 1 0 12.75v-4c0-.358.109-.707.314-1a1.739 1.739 0 0 1-.314-1v-4C0 1.784.784 1 1.75 1ZM1.5 2.75v4c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25v-4a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25Zm.25 5.75a.25.25 0 0 0-.25.25v4c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25v-4a.25.25 0 0 0-.25-.25ZM7 4.75A.75.75 0 0 1 7.75 4h4.5a.75.75 0 0 1 0 1.5h-4.5A.75.75 0 0 1 7 4.75ZM7.75 10h4.5a.75.75 0 0 1 0 1.5h-4.5a.75.75 0 0 1 0-1.5ZM3 4.75A.75.75 0 0 1 3.75 4h.5a.75.75 0 0 1 0 1.5h-.5A.75.75 0 0 1 3 4.75ZM3.75 10h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1 0-1.5Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""globe-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-globe"">",3,2024_25
"<path d=""M8 0a8 8 0 1 1 0 16A8 8 0 0 1 8 0ZM5.78 8.75a9.64 9.64 0 0 0 1.363 4.177c.255.426.542.832.857 1.215.245-.296.551-.705.857-1.215A9.64 9.64 0 0 0 10.22 8.75Zm4.44-1.5a9.64 9.64 0 0 0-1.363-4.177c-.307-.51-.612-.919-.857-1.215a9.927 9.927 0 0 0-.857 1.215A9.64 9.64 0 0 0 5.78 7.25Zm-5.944 1.5H1.543a6.507 6.507 0 0 0 4.666 5.5c-.123-.181-.24-.365-.352-.552-.715-1.192-1.437-2.874-1.581-4.948Zm-2.733-1.5h2.733c.144-2.074.866-3.756 1.58-4.948.12-.197.237-.381.353-.552a6.507 6.507 0 0 0-4.666 5.5Zm10.181 1.5c-.144 2.074-.866 3.756-1.58 4.948-.12.197-.237.381-.353.552a6.507 6.507 0 0 0 4.666-5.5Zm2.733-1.5a6.507 6.507 0 0 0-4.666-5.5c.123.181.24.365.353.552.714 1.192 1.436 2.874 1.58 4.948Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""issue-opened-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-issue-opened"">",3,2024_25
"<path d=""M8 9.5a1.5 1.5 0 1 0 0-3 1.5 1.5 0 0 0 0 3Z""></path><path d=""M8 0a8 8 0 1 1 0 16A8 8 0 0 1 8 0ZM1.5 8a6.5 6.5 0 1 0 13 0 6.5 6.5 0 0 0-13 0Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""device-mobile-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-device-mobile"">",3,2024_25
"<path d=""M3.75 0h8.5C13.216 0 14 .784 14 1.75v12.5A1.75 1.75 0 0 1 12.25 16h-8.5A1.75 1.75 0 0 1 2 14.25V1.75C2 .784 2.784 0 3.75 0ZM3.5 1.75v12.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25V1.75a.25.25 0 0 0-.25-.25h-8.5a.25.25 0 0 0-.25.25ZM8 13a1 1 0 1 1 0-2 1 1 0 0 1 0 2Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""package-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-package"">",3,2024_25
"<path d=""m8.878.392 5.25 3.045c.54.314.872.89.872 1.514v6.098a1.75 1.75 0 0 1-.872 1.514l-5.25 3.045a1.75 1.75 0 0 1-1.756 0l-5.25-3.045A1.75 1.75 0 0 1 1 11.049V4.951c0-.624.332-1.201.872-1.514L7.122.392a1.75 1.75 0 0 1 1.756 0ZM7.875 1.69l-4.63 2.685L8 7.133l4.755-2.758-4.63-2.685a.248.248 0 0 0-.25 0ZM2.5 5.677v5.372c0 .09.047.171.125.216l4.625 2.683V8.432Zm6.25 8.271 4.625-2.683a.25.25 0 0 0 .125-.216V5.677L8.75 8.432Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""credit-card-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-credit-card"">",3,2024_25
"<path d=""M10.75 9a.75.75 0 0 0 0 1.5h1.5a.75.75 0 0 0 0-1.5h-1.5Z""></path><path d=""M0 3.75C0 2.784.784 2 1.75 2h12.5c.966 0 1.75.784 1.75 1.75v8.5A1.75 1.75 0 0 1 14.25 14H1.75A1.75 1.75 0 0 1 0 12.25ZM14.5 6.5h-13v5.75c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25Zm0-2.75a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25V5h13Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""play-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-play"">",3,2024_25
"<path d=""M8 0a8 8 0 1 1 0 16A8 8 0 0 1 8 0ZM1.5 8a6.5 6.5 0 1 0 13 0 6.5 6.5 0 0 0-13 0Zm4.879-2.773 4.264 2.559a.25.25 0 0 1 0 .428l-4.264 2.559A.25.25 0 0 1 6 10.559V5.442a.25.25 0 0 1 .379-.215Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""gift-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-gift"">",3,2024_25
"<path d=""M2 2.75A2.75 2.75 0 0 1 4.75 0c.983 0 1.873.42 2.57 1.232.268.318.497.668.68 1.042.183-.375.411-.725.68-1.044C9.376.42 10.266 0 11.25 0a2.75 2.75 0 0 1 2.45 4h.55c.966 0 1.75.784 1.75 1.75v2c0 .698-.409 1.301-1 1.582v4.918A1.75 1.75 0 0 1 13.25 16H2.75A1.75 1.75 0 0 1 1 14.25V9.332C.409 9.05 0 8.448 0 7.75v-2C0 4.784.784 4 1.75 4h.55c-.192-.375-.3-.8-.3-1.25ZM7.25 9.5H2.5v4.75c0 .138.112.25.25.25h4.5Zm1.5 0v5h4.5a.25.25 0 0 0 .25-.25V9.5Zm0-4V8h5.5a.25.25 0 0 0 .25-.25v-2a.25.25 0 0 0-.25-.25Zm-7 0a.25.25 0 0 0-.25.25v2c0 .138.112.25.25.25h5.5V5.5h-5.5Zm3-4a1.25 1.25 0 0 0 0 2.5h2.309c-.233-.818-.542-1.401-.878-1.793-.43-.502-.915-.707-1.431-.707ZM8.941 4h2.309a1.25 1.25 0 0 0 0-2.5c-.516 0-1 .205-1.43.707-.337.392-.646.975-.879 1.793Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""code-square-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-code-square"">",3,2024_25
"<path d=""M0 1.75C0 .784.784 0 1.75 0h12.5C15.216 0 16 .784 16 1.75v12.5A1.75 1.75 0 0 1 14.25 16H1.75A1.75 1.75 0 0 1 0 14.25Zm1.75-.25a.25.25 0 0 0-.25.25v12.5c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25V1.75a.25.25 0 0 0-.25-.25Zm7.47 3.97a.75.75 0 0 1 1.06 0l2 2a.75.75 0 0 1 0 1.06l-2 2a.749.749 0 0 1-1.275-.326.749.749 0 0 1 .215-.734L10.69 8 9.22 6.53a.75.75 0 0 1 0-1.06ZM6.78 6.53 5.31 8l1.47 1.47a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215l-2-2a.75.75 0 0 1 0-1.06l2-2a.751.751 0 0 1 1.042.018.751.751 0 0 1 .018 1.042Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<template id=""device-desktop-icon"">",3,2024_25
"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-device-desktop"">",3,2024_25
"<path d=""M14.25 1c.966 0 1.75.784 1.75 1.75v7.5A1.75 1.75 0 0 1 14.25 12h-3.727c.099 1.041.52 1.872 1.292 2.757A.752.752 0 0 1 11.25 16h-6.5a.75.75 0 0 1-.565-1.243c.772-.885 1.192-1.716 1.292-2.757H1.75A1.75 1.75 0 0 1 0 10.25v-7.5C0 1.784.784 1 1.75 1ZM1.75 2.5a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h12.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25ZM9.018 12H6.982a5.72 5.72 0 0 1-.765 2.5h3.566a5.72 5.72 0 0 1-.765-2.5Z""></path>",3,2024_25
</svg>,3,2024_25
</template>,3,2024_25
"<div class=""position-relative"">",3,2024_25
<ul,3,2024_25
"role=""listbox""",3,2024_25
"class=""ActionListWrap QueryBuilder-ListWrap""",3,2024_25
"aria-label=""Suggestions""",3,2024_25
"data-action=""",3,2024_25
combobox-commit:query-builder#comboboxCommit,3,2024_25
mousedown:query-builder#resultsMousedown,3,2024_25
NA,3,2024_25
"data-target=""query-builder.resultsList""",3,2024_25
data-persist-list=false,3,2024_25
"id=""query-builder-test-results""",3,2024_25
></ul>,3,2024_25
</div>,3,2024_25
"<div class=""FormControl-inlineValidation"" id=""validation-7fb1d73c-71ca-47bb-bfcf-9558b1459634"" hidden=""hidden"">",3,2024_25
"<span class=""FormControl-inlineValidation--visual"">",3,2024_25
"<svg aria-hidden=""true"" height=""12"" viewBox=""0 0 12 12"" version=""1.1"" width=""12"" data-view-component=""true"" class=""octicon octicon-alert-fill"">",3,2024_25
"<path d=""M4.855.708c.5-.896 1.79-.896 2.29 0l4.675 8.351a1.312 1.312 0 0 1-1.146 1.954H1.33A1.313 1.313 0 0 1 .183 9.058ZM7 7V3H5v4Zm-1 3a1 1 0 1 0 0-2 1 1 0 0 0 0 2Z""></path>",3,2024_25
</svg>,3,2024_25
</span>,3,2024_25
<span></span>,3,2024_25
</div>    </div>,3,2024_25
"<div data-target=""query-builder.screenReaderFeedback"" aria-live=""polite"" aria-atomic=""true"" class=""sr-only""></div>",3,2024_25
</query-builder></form>,3,2024_25
"<div class=""d-flex flex-row color-fg-muted px-3 text-small color-bg-default search-feedback-prompt"">",3,2024_25
"<a target=""_blank"" href=""https://docs.github.com/search-github/github-code-search/understanding-github-code-search-syntax"" data-view-component=""true"" class=""Link color-fg-accent text-normal ml-2"">",3,2024_25
Search syntax tips,3,2024_25
"</a>            <div class=""d-flex flex-1""></div>",3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</modal-dialog></div>,3,2024_25
</div>,3,2024_25
"<div data-action=""click:qbsearch-input#retract"" class=""dark-backdrop position-fixed"" hidden data-target=""qbsearch-input.darkBackdrop""></div>",3,2024_25
"<div class=""color-fg-default"">",3,2024_25
<dialog-helper>,3,2024_25
"<dialog data-target=""qbsearch-input.feedbackDialog"" data-action=""close:qbsearch-input#handleDialogClose cancel:qbsearch-input#handleDialogClose"" id=""feedback-dialog"" aria-modal=""true"" aria-labelledby=""feedback-dialog-title"" aria-describedby=""feedback-dialog-description"" data-view-component=""true"" class=""Overlay Overlay-whenNarrow Overlay--size-medium Overlay--motion-scaleFade"">",3,2024_25
"<div data-view-component=""true"" class=""Overlay-header"">",3,2024_25
"<div class=""Overlay-headerContentWrap"">",3,2024_25
"<div class=""Overlay-titleWrap"">",3,2024_25
"<h1 class=""Overlay-title "" id=""feedback-dialog-title"">",3,2024_25
Provide feedback,3,2024_25
</h1>,3,2024_25
</div>,3,2024_25
"<div class=""Overlay-actionWrap"">",3,2024_25
"<button data-close-dialog-id=""feedback-dialog"" aria-label=""Close"" type=""button"" data-view-component=""true"" class=""close-button Overlay-closeButton""><svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">",3,2024_25
"<path d=""M3.72 3.72a.75.75 0 0 1 1.06 0L8 6.94l3.22-3.22a.749.749 0 0 1 1.275.326.749.749 0 0 1-.215.734L9.06 8l3.22 3.22a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L8 9.06l-3.22 3.22a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L6.94 8 3.72 4.78a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg></button>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
"<scrollable-region data-labelled-by=""feedback-dialog-title"">",3,2024_25
"<div data-view-component=""true"" class=""Overlay-body"">        <!-- '""` --><!-- </textarea></xmp> --></option></form><form id=""code-search-feedback-form"" data-turbo=""false"" action=""/search/feedback"" accept-charset=""UTF-8"" method=""post""><input type=""hidden"" data-csrf=""true"" name=""authenticity_token"" value=""VhwuIz8SXUC7Lf4MqnA20/T/J+zc5ia2hI7G+8BA29pTaE9ruZGABFNq7UsMe4qUeoxgUybcGwTvsqHG4gZ2Sw=="" />",3,2024_25
"<p>We read every piece of feedback, and take your input very seriously.</p>",3,2024_25
"<textarea name=""feedback"" class=""form-control width-full mb-2"" style=""height: 120px"" id=""feedback""></textarea>",3,2024_25
"<input name=""include_email"" id=""include_email"" aria-label=""Include my email address so I can be contacted"" class=""form-control mr-2"" type=""checkbox"">",3,2024_25
"<label for=""include_email"" style=""font-weight: normal"">Include my email address so I can be contacted</label>",3,2024_25
</form></div>,3,2024_25
</scrollable-region>,3,2024_25
"<div data-view-component=""true"" class=""Overlay-footer Overlay-footer--alignEnd"">          <button data-close-dialog-id=""feedback-dialog"" type=""button"" data-view-component=""true"" class=""btn"">    Cancel",3,2024_25
</button>,3,2024_25
"<button form=""code-search-feedback-form"" data-action=""click:qbsearch-input#submitFeedback"" type=""submit"" data-view-component=""true"" class=""btn-primary btn"">    Submit feedback",3,2024_25
</button>,3,2024_25
</div>,3,2024_25
</dialog></dialog-helper>,3,2024_25
"<custom-scopes data-target=""qbsearch-input.customScopesManager"">",3,2024_25
<dialog-helper>,3,2024_25
"<dialog data-target=""custom-scopes.customScopesModalDialog"" data-action=""close:qbsearch-input#handleDialogClose cancel:qbsearch-input#handleDialogClose"" id=""custom-scopes-dialog"" aria-modal=""true"" aria-labelledby=""custom-scopes-dialog-title"" aria-describedby=""custom-scopes-dialog-description"" data-view-component=""true"" class=""Overlay Overlay-whenNarrow Overlay--size-medium Overlay--motion-scaleFade"">",3,2024_25
"<div data-view-component=""true"" class=""Overlay-header Overlay-header--divided"">",3,2024_25
"<div class=""Overlay-headerContentWrap"">",3,2024_25
"<div class=""Overlay-titleWrap"">",3,2024_25
"<h1 class=""Overlay-title "" id=""custom-scopes-dialog-title"">",3,2024_25
Saved searches,3,2024_25
</h1>,3,2024_25
"<h2 id=""custom-scopes-dialog-description"" class=""Overlay-description"">Use saved searches to filter your results more quickly</h2>",3,2024_25
</div>,3,2024_25
"<div class=""Overlay-actionWrap"">",3,2024_25
"<button data-close-dialog-id=""custom-scopes-dialog"" aria-label=""Close"" type=""button"" data-view-component=""true"" class=""close-button Overlay-closeButton""><svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">",3,2024_25
"<path d=""M3.72 3.72a.75.75 0 0 1 1.06 0L8 6.94l3.22-3.22a.749.749 0 0 1 1.275.326.749.749 0 0 1-.215.734L9.06 8l3.22 3.22a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L8 9.06l-3.22 3.22a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L6.94 8 3.72 4.78a.75.75 0 0 1 0-1.06Z""></path>",3,2024_25
</svg></button>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
"<scrollable-region data-labelled-by=""custom-scopes-dialog-title"">",3,2024_25
"<div data-view-component=""true"" class=""Overlay-body"">        <div data-target=""custom-scopes.customScopesModalDialogFlash""></div>",3,2024_25
"<div hidden class=""create-custom-scope-form"" data-target=""custom-scopes.createCustomScopeForm"">",3,2024_25
"<!-- '""` --><!-- </textarea></xmp> --></option></form><form id=""custom-scopes-dialog-form"" data-turbo=""false"" action=""/search/custom_scopes"" accept-charset=""UTF-8"" method=""post""><input type=""hidden"" data-csrf=""true"" name=""authenticity_token"" value=""n1RBXwOotX6oPZ4lF6k3PiNTFztWZeHk3cDvqtrtNyq6Gpt1H/sZxibSEdv/e9vjzjDaIepiwZJuJcxzCIgsWA=="" />",3,2024_25
"<div data-target=""custom-scopes.customScopesModalDialogFlash""></div>",3,2024_25
"<input type=""hidden"" id=""custom_scope_id"" name=""custom_scope_id"" data-target=""custom-scopes.customScopesIdField"">",3,2024_25
"<div class=""form-group"">",3,2024_25
"<label for=""custom_scope_name"">Name</label>",3,2024_25
"<auto-check src=""/search/custom_scopes/check_name"" required>",3,2024_25
<input,3,2024_25
"type=""text""",3,2024_25
"name=""custom_scope_name""",3,2024_25
"id=""custom_scope_name""",3,2024_25
"data-target=""custom-scopes.customScopesNameField""",3,2024_25
"class=""form-control""",3,2024_25
"autocomplete=""off""",3,2024_25
"placeholder=""github-ruby""",3,2024_25
required,3,2024_25
"maxlength=""50"">",3,2024_25
"<input type=""hidden"" data-csrf=""true"" value=""EEl6o3gXql1dPQO0YUN1bgclOtbUudMgScd097yhVhY3X72aoH3nmLnshj8jrxFDSOmFU7a9+SubFNS1RHdBDw=="" />",3,2024_25
</auto-check>,3,2024_25
</div>,3,2024_25
"<div class=""form-group"">",3,2024_25
"<label for=""custom_scope_query"">Query</label>",3,2024_25
<input,3,2024_25
"type=""text""",3,2024_25
"name=""custom_scope_query""",3,2024_25
"id=""custom_scope_query""",3,2024_25
"data-target=""custom-scopes.customScopesQueryField""",3,2024_25
"class=""form-control""",3,2024_25
"autocomplete=""off""",3,2024_25
"placeholder=""(repo:mona/a OR repo:mona/b) AND lang:python""",3,2024_25
required,3,2024_25
"maxlength=""500"">",3,2024_25
</div>,3,2024_25
"<p class=""text-small color-fg-muted"">",3,2024_25
"To see all available qualifiers, see our <a class=""Link--inTextBlock"" href=""https://docs.github.com/search-github/github-code-search/understanding-github-code-search-syntax"">documentation</a>.",3,2024_25
</p>,3,2024_25
</form>        </div>,3,2024_25
"<div data-target=""custom-scopes.manageCustomScopesForm"">",3,2024_25
"<div data-target=""custom-scopes.list""></div>",3,2024_25
</div>,3,2024_25
</div>,3,2024_25
</scrollable-region>,3,2024_25
"<div data-view-component=""true"" class=""Overlay-footer Overlay-footer--alignEnd Overlay-footer--divided"">          <button data-action=""click:custom-scopes#customScopesCancel"" type=""button"" data-view-component=""true"" class=""btn"">    Cancel",3,2024_25
</button>,3,2024_25
"<button form=""custom-scopes-dialog-form"" data-action=""click:custom-scopes#customScopesSubmit"" data-target=""custom-scopes.customScopesSubmitButton"" type=""submit"" data-view-component=""true"" class=""btn-primary btn"">    Create saved search",3,2024_25
</button>,3,2024_25
</div>,3,2024_25
</dialog></dialog-helper>,3,2024_25
